doc_id;item;category;amount;price;discount
9ZYO7XWQCCS19NSC;Плед флисовый;Текстиль для дома;5;1200;0
9ZYO7XWQCCS19NSC;Набор кухонных ножей;Кухонные товары;2;3800;15
9ZYO7XWQCCS19NSC;Набор инструментов;Сад и ремонт;1;2800;0
9ZYO7XWQCCS19NSC;Разделочная доска;Кухонные товары;2;800;0
9ZYO7XWQCCS19NSC;Освежитель воздуха;Бытовая химия;2;350;0
9ZYO7XWQCCS19NSC;Набор контейнеров для сыпучих продуктов;Хранение и организация;1;1500;0
9ZYO7XWQCCS19NSC;Пылесос;Мелкая бытовая техника;2;5200;0
9ZYO7XWQCCS19NSC;Освежитель воздуха;Бытовая химия;3;350;0
9ZYO7XWQCCS19NSC;Пятновыводитель;Бытовая химия;4;300;0
2OHJKEMBILMHMA1W;Одеяло зимнее;Текстиль для дома;4;3500;0
2OHJKEMBILMHMA1W;Жидкость для мытья посуды;Бытовая химия;1;250;0
2OHJKEMBILMHMA1W;Утюг с парогенератором;Мелкая бытовая техника;4;3700;0
2OHJKEMBILMHMA1W;Пылесос;Мелкая бытовая техника;4;5200;0
2OHJKEMBILMHMA1W;Пятновыводитель;Бытовая химия;1;300;0
2OHJKEMBILMHMA1W;Коврик для ванной;Текстиль для дома;2;750;10
2OHJKEMBILMHMA1W;Набор инструментов;Сад и ремонт;3;2800;10
G0OBV1G0OPNOTAL9;Тостер;Кухонные товары;2;2100;0
G0OBV1G0OPNOTAL9;Миксер;Кухонные товары;3;1900;0
G0OBV1G0OPNOTAL9;Лейка садовая;Сад и ремонт;3;600;0
G0OBV1G0OPNOTAL9;Пятновыводитель;Бытовая химия;5;300;10
G0OBV1G0OPNOTAL9;Удлинитель;Сад и ремонт;3;850;10
G0OBV1G0OPNOTAL9;Жидкость для мытья посуды;Бытовая химия;3;250;0
G0OBV1G0OPNOTAL9;Лейка садовая;Сад и ремонт;2;600;10
G0OBV1G0OPNOTAL9;Жидкость для мытья посуды;Бытовая химия;1;250;0
G0OBV1G0OPNOTAL9;Органайзер для белья;Хранение и организация;3;900;0
G0OBV1G0OPNOTAL9;Пылесос;Мелкая бытовая техника;4;5200;0
TYKGBLHESBUU8YRB;Швабра с отжимом;Товары для уборки;2;1100;0
TYKGBLHESBUU8YRB;Удлинитель;Сад и ремонт;1;850;10
TYKGBLHESBUU8YRB;Набор контейнеров для сыпучих продуктов;Хранение и организация;1;1500;0
TYKGBLHESBUU8YRB;Корзина для мусора;Хранение и организация;1;800;10
TYKGBLHESBUU8YRB;Утюг с парогенератором;Мелкая бытовая техника;4;3700;0
TYKGBLHESBUU8YRB;Освежитель воздуха;Бытовая химия;5;350;10
929BRY3LSDWN0QMV;Полотенце банное;Текстиль для дома;1;900;0
929BRY3LSDWN0QMV;Утюг с парогенератором;Мелкая бытовая техника;4;3700;0
929BRY3LSDWN0QMV;Мешок для пылесоса;Товары для уборки;2;350;0
929BRY3LSDWN0QMV;Набор губок;Товары для уборки;2;200;0
929BRY3LSDWN0QMV;Лейка садовая;Сад и ремонт;5;600;0
929BRY3LSDWN0QMV;Набор инструментов;Сад и ремонт;2;2800;0
929BRY3LSDWN0QMV;Набор губок;Товары для уборки;4;200;0
929BRY3LSDWN0QMV;Набор инструментов;Сад и ремонт;4;2800;0
929BRY3LSDWN0QMV;Фен;Мелкая бытовая техника;3;2100;15
929BRY3LSDWN0QMV;Жидкость для мытья посуды;Бытовая химия;3;250;0
ULZDATARW7M4YWTZ;Салфетки из микрофибры;Товары для уборки;1;450;0
ULZDATARW7M4YWTZ;Электробритва;Мелкая бытовая техника;1;2900;15
ULZDATARW7M4YWTZ;Ночник;Освещение и электроприборы;1;550;0
ULZDATARW7M4YWTZ;Пятновыводитель;Бытовая химия;5;300;0
4ZS6PEMBI5DVSQDC;Лейка садовая;Сад и ремонт;4;600;0
4ZS6PEMBI5DVSQDC;Разделочная доска;Кухонные товары;4;800;15
4ZS6PEMBI5DVSQDC;Разделочная доска;Кухонные товары;3;800;0
4ZS6PEMBI5DVSQDC;Пятновыводитель;Бытовая химия;5;300;10
L2X30XCBLZW0X3P0;Швабра с отжимом;Товары для уборки;5;1100;0
L2X30XCBLZW0X3P0;Одеяло зимнее;Текстиль для дома;5;3500;10
L2X30XCBLZW0X3P0;Перчатки рабочие;Сад и ремонт;3;350;0
L2X30XCBLZW0X3P0;Разделочная доска;Кухонные товары;2;800;0
L2X30XCBLZW0X3P0;Подставка для зубных щеток;Хранение и организация;3;400;0
L2X30XCBLZW0X3P0;Одеяло зимнее;Текстиль для дома;3;3500;0
L2X30XCBLZW0X3P0;Удлинитель;Сад и ремонт;1;850;0
L2X30XCBLZW0X3P0;LED-лента;Освещение и электроприборы;4;950;0
